業績

コード,年度,売上高,営業利益,経常利益,純利益,EPS,ROE,ROA
7965,2025/11,91151000000,7436000000,8300000000,5980000000,92.29,6.74,5.05
7966,2025/03,315978000000,24562000000,26090000000,14476000000,211.97,5.9,4.25
7970,2025/03,110582000000,13271000000,13218000000,9430000000,116.98,7.68,6.16
7971,2025/03,105709000000,4376000000,4665000000,3507000000,59.62,7.3,3.73
7972,2025/12,153682000000,13685000000,13739000000,9382000000,190.15,16.54,7.18
7974,2025/03,1164922000000,282553000000,372316000000,278806000000,239.47,10.23,8.2
7975,2026/02,-,-,-,-,19.77,0.61,0.5
7976,2025/12,89814000000,9692000000,10028000000,6235000000,114.26,4.5,3.41
7979,2025/03,38698000000,5392000000,5523000000,4317000000,121.5,10.13,8.64
7980,2025/03,14112597000,1069333000,1097938000,780581000,109.77,9.11,4.33
7981,2025/03,243380000000,15635000000,16005000000,11090000000,163.14,5.7,4
7983,2025/10,12518322000,-24598000,211059000,-2525115000,-856.06,-,-
7984,2025/12,359876000000,26247000000,27222000000,21473000000,48.3,8.53,6.05
7985,2025/03,7277473000,38806000,76765000,-280180000,-292.62,-,-
7986,2025/12,6064134000,595812000,604114000,418693000,271.48,9.04,6.37
7987,2025/03,62767000000,1787000000,2214000000,1995000000,72.66,6.95,3.53
7988,2025/03,353038000000,49200000000,52147000000,44767000000,461.94,16.28,11.79
7989,2025/12,42623365000,4411489000,4629974000,3239715000,161.17,5.75,4.78
7990,2025/03,123983000000,6508000000,6492000000,4783000000,208.09,7.84,4.2
7991,2025/03,33707297000,6399608000,6790544000,4718416000,458.26,18.83,11.61
7992,2025/12,4300610000,-198722000,-189772000,-221716000,-7.48,-,-
7994,2025/03,314527000000,23935000000,26459000000,22045000000,232.93,11.91,7.62
7995,2025/03,60113000000,5669000000,5999000000,4676000000,265.76,9.26,6.01
7997,2025/11,6342269000,-122945000,-7732000,403095000,237.75,8.31,4.72
7999,2025/03,18128000000,1317000000,1273000000,1373000000,300.14,5.8,4.58
8001,2025/03,14724234000000,-,-,880251000000,123.13,15.3,5.82
8002,2025/03,7790168000000,-,-,502965000000,302.78,13.86,5.47
8005,2025/03,84030000000,6052000000,6424000000,4267000000,124.14,11.7,7.62
8006,2025/03,123092000000,2730000000,3116000000,2050000000,116.14,5.27,3.19
8007,2025/03,94503000000,2129000000,2024000000,1566000000,45.68,6.55,2.61
8008,2026/02,-,-,-,-,83.46,4.36,2.6
8011,2026/02,-,-,-,-,392.1,10.06,6.87
8012,2025/03,944961000000,39078000000,38382000000,25521000000,57.6,6.4,3.16
8013,2026/01,-,-,-,-,6.33,0.73,0.4
8014,2025/03,311546000000,14492000000,16198000000,11658000000,473.05,12.67,7.98
8015,2025/03,10309550000000,497174000000,-,362506000000,343.4,13.81,5.14
8016,2026/02,-,-,-,-,74.26,10.79,5.33
8018,2025/03,22594000000,1766000000,2639000000,2108000000,54.06,4.15,3.02
8020,2025/03,1050936000000,42051000000,-,27469000000,164.47,15.79,3.98
8022,2025/03,240335000000,20777000000,21352000000,15243000000,198.65,9.75,6.98
8023,2025/03,42690259000,2410285000,2495242000,1683249000,129.89,13.29,6.27
8025,2025/03,9681223000,-332257000,-210575000,-380071000,-94.18,-,-
8029,2025/12,-,-,-,1474000000,197.6,3.64,2.3
8030,2025/03,149902000000,3229000000,3508000000,2901000000,726.27,9.06,3.88
8031,2025/03,14662620000000,400654000000,-,900342000000,306.73,11.93,5.36
8032,2025/03,554524000000,15071000000,15822000000,7569000000,61.44,5.65,1.93
8035,2025/03,2431568000000,697319000000,707727000000,544133000000,1182.4,29.57,20.72
8037,2025/03,574281000000,15912000000,17746000000,10690000000,326.35,6.76,3.33
8038,2025/03,-,-,-,-,647.39,8.62,5.83
8039,2025/03,62414000000,302000000,330000000,287000000,128.27,4.39,1.73
8040,2025/12,16112480000,173833000,295579000,236534000,68.5,2.26,1.7
8041,2025/03,350092000000,5100000000,5891000000,4527000000,839.56,12.73,5.01
8043,2025/03,436112000000,9046000000,10661000000,12197000000,208.85,13.74,7.09
8045,2025/03,39841000000,354726000,710000000,508000000,79.79,2.92,2.01
8046,2025/03,35585000000,1579000000,2077000000,1534000000,428.6,4.96,3.49
8050,2025/03,304744000000,21240000000,20769000000,13316000000,326.16,8.54,3.61
8051,2025/03,516126000000,9535000000,10018000000,7845000000,90.63,6.2,2.68
8052,2025/03,124323000000,6021000000,6513000000,4691000000,252,10.73,4.66
8053,2025/03,7292084000000,405023000000,-,561859000000,463.96,12.09,4.83
8056,2025/03,404010000000,39066000000,-,26965000000,272.64,15.95,8.15
8057,2025/07,337055000000,12174000000,13126000000,9825000000,199.45,13.93,5.62
8058,2025/03,18617601000000,371097000000,-,950709000000,236.97,10.15,4.42
8059,2025/03,221755000000,13103000000,13597000000,8841000000,278.54,11.09,5.16
8060,2025/12,679799000000,58188000000,59839000000,41458000000,381.46,10.04,7.35
8061,2025/03,93734000000,6487000000,8299000000,7799000000,216.55,16.6,6.02
8062,2025/03,22059265000,647653000,644869000,423903000,70.65,11.9,3.99
8065,2025/03,284552000000,6817000000,7191000000,6015000000,285.87,8.83,3.51
8066,2025/03,339005000000,31508000000,33621000000,19022000000,222.44,11.38,6.36
8068,2024/03,148959000000,4679000000,9234000000,7125000000,265.86,13.39,7.19
8070,2025/03,70716000000,2266000000,2696000000,2164000000,83.04,10.32,2.56
8071,2025/03,56998768000,1099972000,1096898000,642226000,304.11,3.69,2.21
8072,2024/03,8554238000,425340000,448394000,314993000,451.67,12.79,4.3
8074,2025/03,528387000000,15761000000,16010000000,10242000000,487.11,9.41,3.56
8075,2025/03,617177000000,13223000000,11763000000,8563000000,324.2,9.37,2.21
8076,2025/03,173013000000,2512098000,2857000000,1987000000,217.96,6.27,2.26
8077,2025/10,22538290000,1009912000,1279646000,904875000,39.9,6.34,2.66
8078,2025/03,2554514000000,61532000000,59746000000,45482000000,225.13,11.87,3.9
8079,2025/10,124897835000,4942908000,4992029000,3035838000,181.32,5.54,3.14
8081,2025/03,125665000000,4500000000,4730000000,3942000000,169.3,8.21,4.43
8084,2025/03,215790000000,5483000000,6010000000,4700000000,214.77,5.28,3.31
8085,2025/03,112512000000,3062000000,3131000000,2241000000,442.96,8.57,3.97
8086,2025/03,644586000000,26598000000,10817000000,5113000000,31.35,2.03,0.44
8088,2025/03,883011000000,46228000000,61481000000,40465000000,175.83,10.48,4.63
8089,2025/03,243054000000,4628000000,4305000000,2872000000,242.52,5.11,1.68
8091,2025/03,133900000000,3002000000,3601000000,2666000000,319.95,8.82,3.21
8093,2025/03,52982000000,2038000000,2525000000,3717000000,301.66,12.66,6.41
8095,2025/11,62744000000,3017000000,2910000000,2187000000,54.23,8.08,2.9
8097,2025/03,654404000000,11808000000,12860000000,8656000000,136.93,7.62,4.18
8098,2025/03,837838000000,25824000000,26134000000,19833000000,363.88,9.53,4.49
8101,2025/03,165541000000,2950000000,2548000000,2358000000,192.15,7.84,2.95
8103,2025/03,156727000000,3568000000,4520000000,3376000000,83.26,8.78,4.52
8104,2025/03,65406000000,1464000000,1661000000,747000000,49.67,4.68,1.81
8105,2025/03,3098781000,-355172000,-300644000,-407319000,-7.24,-,-
8107,2025/03,1758327000,134787000,10421000,-46439000,-0.19,-,-
8111,2025/03,132305000000,21905000000,30806000000,24444000000,181.99,22.14,16.2
8113,2025/12,945268000000,108884000000,-,65212000000,37.3,8.21,5.33
8114,2024/03,126989000000,8740000000,15729000000,12014000000,159.07,10.62,7.99
8115,2025/03,11946371000,702772000,665417000,583334000,129.33,10.68,5.87
8117,2025/03,41558245000,11040082000,12421016000,8681893000,157.23,15.59,13.67
8118,2025/03,8157000000,864000000,955000000,733000000,45.86,3.26,2.85
8119,2025/03,39861723000,2096861000,2149028000,974483000,103.09,7.28,4.11
8123,2025/03,12769226000,307646000,417209000,411806000,225.65,5.81,3.32
8125,2026/02,-,-,-,-,69.75,3.4,2.35
8127,2025/08,19444522000,-201508000,-62003000,143178000,6.97,0.83,0.61
8129,2025/03,1518495000000,18936000000,20716000000,19844000000,313.19,7.73,2.75
8130,2025/03,200378000000,18174000000,18572000000,12550000000,213.59,11.11,6.82
8131,2025/03,339656000000,8769000000,10005000000,10515000000,182.04,10.67,5.66
8132,2025/03,317118000000,4009000000,4483000000,3153000000,289.84,5.71,2.98
8133,2025/03,924481000000,26896000000,-,17102000000,151.63,9.93,3.87
8135,2025/03,55309000000,1072000000,1273000000,2992000000,152.85,20.56,9.13
8136,2025/03,144904000000,51806000000,53453000000,41731000000,35.32,38.99,20.62
8137,2025/03,139581000000,3507000000,3815000000,2443000000,161.12,4.97,2.62
8138,2025/03,27117644000,464075000,587264000,629354000,497.66,7.22,3.89
8139,2025/03,22891436000,723028000,650634000,406380000,26.5,3.13,1.55
8140,2024/03,277003000000,9099000000,6767000000,4766000000,190.77,4.37,2.73
8141,2025/03,116008000000,637000000,578000000,505000000,15.74,0.98,0.63
8142,2026/01,-,-,-,-,142.94,13.29,4.74
8143,2025/02,2042991000,-360566000,-134334000,-129269000,-54.68,-,-
8144,2025/03,54326000000,108000000,288000000,420000000,69.5,1.59,1.18
8145,2025/03,36760920000,330176000,501769000,330442000,200.87,2.5,2.06
8147,2025/03,21676665000,771210000,972383000,629559000,121.48,5.29,3.38
8150,2025/03,157342000000,5791000000,4934000000,3522000000,288.2,8.7,4.19
8151,2025/09,32559176000,1914644000,1985195000,1195595000,55.55,4.27,2.99
8152,2025/03,30363512000,2570297000,2710375000,2586595000,1334.37,12.82,8.35
8153,2025/03,96185000000,5223000000,5569000000,3150000000,102.1,5.83,3.91
8154,2025/03,547779000000,23601000000,22593000000,17083000000,325.08,10.28,5.59
8155,2024/05,89109000000,10312000000,10152000000,7146000000,222.45,8.76,5.9
8157,2025/03,98263000000,6481000000,6596000000,4764000000,263.29,10.79,5.95
8158,2025/03,65146000000,2109000000,2477000000,2195000000,96.49,7.43,3
8159,2025/03,220112000000,8222000000,8690000000,7046000000,299.74,7.42,4.26
8160,2025/03,53229000000,2708000000,2754000000,3166000000,112.43,10.44,6.77
8163,2025/03,67478000000,2678804000,2539000000,925000000,22.37,5.61,2.01
8165,2025/12,42071000000,-2588000000,-2737000000,3940000000,84.23,23.13,15.07
8166,2026/02,-,-,-,-,38.87,56.62,18.53
8167,2026/02,-,-,-,-,119.68,5.6,3.77
8173,2025/03,403259000000,3688000000,3491000000,3407000000,131.1,3.26,1.47
8174,2025/03,200057000000,18546000000,18581000000,11548000000,104.46,17.12,7.4
8179,2025/12,165495000000,7685000000,7917000000,5660000000,57.47,10.34,4.05
8181,2026/02,-,-,-,-,240.63,8.37,5.47
8182,2024/03,250594000000,2931000000,2892000000,497000000,10.72,0.91,0.49
8185,2026/02,-,-,-,-,6.89,0.47,0.33
8190,2025/03,82267000000,585000000,730000000,296000000,15.56,1.7,0.71
8194,2026/02,-,-,-,-,217.55,12.1,5.61
8198,2026/02,-,-,-,-,321.46,10.56,6.72
8200,2026/02,-,-,-,-,66.67,11.34,5.55
8202,2025/12,57535000000,69000000,35000000,-99000000,-1.08,-,-
8203,2026/02,-,-,-,-,81.5,7.08,3.13
8207,2025/03,11887480000,232372000,229254000,145494000,3.91,5.04,1.93
8208,2025/03,33228000000,120000000,-55000000,-48000000,-7.02,-,-
8209,2025/03,2103166000,-39559000,-28308000,-85325000,-29.92,-,-
8214,2025/03,192688000000,15646000000,14782000000,9574000000,113.88,6.75,4.11
8215,2024/03,3785053000,64395000,111911000,90492000,52.46,4,2.37
8217,2026/02,-,-,-,-,6.43,0.36,0.2
8218,2025/03,379192000000,22396000000,22248000000,13719000000,289.11,5.57,3.55
8219,2025/03,195714000000,12573000000,12628000000,9397000000,190.3,5.29,2.95
8225,2025/03,8536884000,437102000,436512000,308645000,477.76,13.69,7.2
8226,2025/03,18725797000,1114287000,1019358000,661261000,43.74,12.34,5.97
8227,2026/02,-,-,-,-,202.36,9.1,8.02
8228,2025/03,269141000000,1027000000,1739000000,713000000,33.97,3.04,0.91
8230,2025/03,21228000000,1204000000,1265000000,905000000,49.75,7.22,4.54
8233,2026/02,-,-,-,-,-27.45,-,-
8237,2026/02,-,-,-,-,41.93,8.23,2.88
8242,2025/03,681759000000,34830000000,35909000000,34842000000,295.5,11.64,4.77
8244,2026/02,-,-,-,-,93.56,8.09,2.97
8247,2026/02,-,-,-,-,-201.91,-,-
8252,2025/03,254392000000,44515000000,39916000000,26588000000,143.24,10.8,2.52
8253,2025/03,422818000000,91701000000,-,66397000000,423.01,9.41,1.42
8254,2025/08,4632926000,114771000,135602000,110255000,22.26,13.92,0.93
8255,2025/03,281870000000,12060000000,12709000000,9006000000,99.54,10.09,6.66
8260,2026/02,-,-,-,-,43.96,4.02,1.13
8267,2026/02,-,-,-,-,26.87,5.96,0.47
8273,2026/02,-,-,-,-,79.39,5.73,2.83
8275,2025/03,72629000000,3740400000,3975000000,2168000000,83.04,12.36,5.15
8276,2026/02,-,-,-,-,189.28,4.81,3.01
8278,2026/02,-,-,-,-,94.36,3.6,1.97
8279,2025/03,708290000000,33402000000,32583000000,20176000000,493.3,11.14,5.36
8281,2025/03,250603000000,7006000000,7618000000,971000000,22.6,0.8,0.48
8282,2025/03,738019000000,21781000000,25910000000,9525000000,57.08,3.79,2.25
8283,2025/03,1188097000000,28008000000,31684000000,22864000000,366.45,7.95,4.51
8285,2025/03,103072000000,2074000000,2656000000,2440000000,39.63,5.15,2.61
8289,2026/02,-,-,-,-,-165.34,-,-
8291,2025/03,141605000000,7412000000,7367000000,4312000000,67.06,7.61,4.44
8303,2025/03,614001000000,-,77797000000,84499000000,100.59,8.84,0.42
8304,2025/03,231460000000,-,17561000000,20518000000,154.26,4.55,0.26
8306,2025/03,13629997000000,-,2669483000000,1862946000000,160.02,9.08,0.45
8308,2025/03,1117491000000,-,292160000000,213324000000,92.41,7.82,0.28
8309,2025/03,2922428000000,-,367694000000,257635000000,359.57,8.32,0.33
8316,2025/03,10174894000000,-,1719482000000,1177996000000,301.55,8.01,0.38
8331,2025/03,362179000000,-,107506000000,74259000000,104.18,6.48,0.34
8334,2025/03,220435000000,-,62029000000,43900000000,113.82,7.8,0.42
8336,2025/03,84084000000,-,18100000000,13146000000,132.46,4.91,0.24
8337,2025/03,56910000000,-,10682000000,7459000000,130.22,4.39,0.23
8338,2025/03,41126000000,-,4476000000,4103000000,49.83,4.47,0.14
8341,2025/03,171553000000,-,56273000000,39270000000,529.5,6.84,0.38
8343,2025/03,52214000000,-,9121000000,5662000000,320.36,3.62,0.16
8344,2025/03,52861000000,-,6505000000,4412000000,138.15,3.25,0.14
8345,2025/03,49178000000,-,9780000000,6976000000,101.71,3.78,0.18
8346,2025/03,70443000000,-,11197000000,7445000000,29.78,3.77,0.11
8349,2025/03,15028000000,-,1974000000,1069000000,112.61,3.02,0.11
8354,2025/03,455711000000,-,103594000000,72136000000,381.54,7.76,0.22
8358,2025/03,91092000000,-,26159000000,20177000000,106.85,6.82,0.58
8359,2025/03,254193000000,-,63838000000,47982000000,101.23,4.98,0.36
8360,2025/03,60481000000,-,10620000000,7669000000,251.4,3.6,0.17
8361,2025/03,131360000000,-,20792000000,14718000000,353.53,4.62,0.22
8362,2025/03,64366000000,-,8701000000,7166000000,309.13,5.25,0.17
8363,2025/03,72862000000,-,11511000000,8323000000,298.23,4.7,0.13
8364,2025/03,29143000000,-,2300000000,1861000000,163.21,2.6,0.1
8365,2025/03,9675000000,-,1291000000,954000000,177.22,3.35,0.17
8366,2025/03,133109000000,-,18949000000,18720000000,79.94,4.21,0.25
8367,2025/03,103085000000,-,19674000000,13510000000,429,4.86,0.2
8368,2025/03,124491000000,-,25704000000,18042000000,72.87,4.14,0.24
8370,2025/03,98720000000,-,23308000000,17618000000,272.51,7.49,0.3
8377,2025/03,210180000000,-,51621000000,39072000000,317.46,5.98,0.24
8381,2025/03,135314000000,-,26716000000,18737000000,122.89,6,0.22
8382,2025/03,192033000000,-,35796000000,25731000000,139.26,5.18,0.23
8383,2025/03,16324000000,-,1901000000,1313000000,140.28,2.74,0.12
8386,2025/03,90007000000,-,19910000000,13700000000,481.21,4.17,0.24
8387,2025/03,53833000000,-,10281000000,6813000000,163.28,4.26,0.2
8388,2025/03,78964000000,-,17861000000,13202000000,330.86,3.95,0.33
8392,2025/03,77922000000,-,11088000000,7555000000,97.11,3.63,0.17
8393,2025/03,80192000000,-,13947000000,9784000000,114.78,5.16,0.24
8395,2025/03,55231000000,-,11001000000,7496000000,444.33,6.45,0.24
8398,2025/03,19173000000,-,1152000000,980000000,161.13,3.09,0.11
8399,2025/03,69193000000,-,8328000000,5751000000,139.02,4.11,0.19
8403,2025/03,2780299000000,-,346309000000,243052000000,145.15,8.9,0.31
8410,2025/03,214408000000,-,30289000000,18221000000,15.57,6.57,1.22
8411,2025/03,9030374000000,-,1168141000000,885433000000,350.21,8.48,0.31
8416,2025/03,23479000000,-,1224000000,860000000,848.71,1.7,0.07
8418,2025/03,213435000000,-,52436000000,35345000000,165.17,5.71,0.27
8421,2025/03,482583000000,-,58585000000,42449000000,4874.59,3.22,0.09
8424,2025/03,678395000000,64760000000,69036000000,45277000000,501.65,9.52,1.27
8425,2025/03,695423000000,48966000000,66219000000,42038000000,154.54,10.98,1.08
8439,2025/03,1368635000000,117060000000,132272000000,85279000000,174.51,8.28,1.24
8462,2024/03,509000000,-49000000,2000000,1082000000,122.85,23.69,21.95
8473,2025/03,1443733000000,721469000000,-,162120000000,268.04,12.85,0.5
8508,2025/12,124265000000,10902000000,-,7939000000,59.69,4.91,0.6
8511,2025/03,59486000000,11329000000,12507000000,10375000000,124.6,7.72,0.08
8515,2025/03,189054000000,25302000000,26817000000,22516000000,46.91,10.33,1.55
8518,2025/03,3092000000,105000000,141000000,400000000,18.94,5.87,2.59
8519,2025/02,40744000000,7706000000,7732000000,5344000000,9542857.14,8.34,1.66
8522,2025/03,102788000000,-,20899000000,14730000000,298.9,5.33,0.26
8524,2025/03,150637000000,-,28070000000,20608000000,53.92,5.42,0.15
8537,2025/03,22436000000,-,3891000000,2495000000,261.86,3.34,0.15
8541,2025/03,66146000000,-,7835000000,5715000000,146.45,4.22,0.19
8542,2025/03,25661000000,-,2603000000,1817000000,157.75,3.25,0.13
8544,2025/03,80370000000,-,18214000000,12756000000,104.05,4.2,0.19
8550,2025/03,45087000000,-,-23641000000,-22328000000,-215.44,-,-
8551,2025/03,26396000000,-,5578000000,4011000000,475.54,4.64,0.26
8554,2025/03,16517000000,-,2749000000,2188000000,279.57,5.37,0.26
8558,2025/03,37815000000,-,6389000000,4520000000,122.34,5,0.19
8559,2025/03,10380000000,-,1344000000,1037000000,175.92,3.04,0.17
8560,2025/03,14859000000,-,1887000000,1332000000,251.98,3.08,0.16
8562,2025/03,13417000000,-,-1175000000,-1252000000,-39.26,-,-
8563,2025/03,13233000000,-,2017000000,1330000000,105.03,4.18,0.16
8566,2025/03,312156000000,21729000000,22030000000,15658000000,507.97,6.69,1.14
8570,2026/02,-,-,-,-,97.7,4.42,0.25
8572,2025/03,317742000000,58561000000,58919000000,32124000000,20.51,4.92,2.16
8584,2025/03,190978000000,25732000000,25765000000,18620000000,536.08,7.5,0.49
8585,2025/03,245270000000,12344000000,12344000000,13943000000,81.45,5.83,0.48
8591,2025/03,2874821000000,-,-,351630000000,307.77,8.6,2.08
8593,2025/03,2090808000000,187126000000,193594000000,135165000000,94.19,7.55,1.15
8594,2025/12,51233507000,1670497000,1886953000,1108990000,149.26,8.4,0.72
8595,2025/03,29685000000,12520000000,13205000000,9576000000,175.58,6.79,5.63
8596,2025/03,39338000000,5651000000,5584000000,3569000000,158.15,8.4,1.77
8600,2025/03,95107000000,-,23376000000,15832000000,82.32,5.64,0.31
8601,2025/03,1372014000000,166742000000,224716000000,154368000000,109.53,9.41,0.43
8604,2025/03,4736743000000,-,-,340736000000,115.3,9.82,0.6
8609,2025/03,81936000000,12838000000,15577000000,11652000000,57.61,5.6,0.84
8613,2025/03,18849000000,3545000000,4048000000,3792000000,57.38,7.76,5.17
8614,2025/03,11289000000,694000000,1036000000,2653000000,34.45,8.81,3.82
8616,2025/03,86328000000,11739000000,15120000000,11048000000,44.08,6.09,0.78
8617,2025/03,559000000,-522000000,-463000000,-466000000,-49.31,-,-
8622,2025/03,13983000000,1858000000,2328000000,2420000000,38.46,6.04,3.81
8624,2025/03,18804000000,2285000000,2406000000,1564000000,47.11,5.7,3.73
8628,2025/03,39204000000,15636000000,15292000000,10501000000,40.8,13.76,0.94
8630,2025/03,5065520000000,-,552924000000,243132000000,250.91,4.43,1.53
8697,2025/03,162230000000,90122000000,-,61092000000,58.72,17.92,0.07
8698,2025/03,73814000000,12465000000,-,-5067000000,-19.79,-,-
8699,2025/03,37766000000,-1106000000,15122000000,12100000000,402.05,14.01,10.49
8700,2025/03,3082000000,441441000,599000000,392000000,98.22,5.16,3.95
8704,2025/03,13429000000,6634000000,6650000000,4547000000,164.58,26.3,3.64
8705,2025/03,7373266000,712715000,815294000,351184000,6.61,2.93,0.26
8706,2025/03,7989000000,2691000000,3453000000,4446000000,139.37,8.61,5.66
8707,2025/03,25750000000,8648000000,9150000000,6725000000,286.31,9.93,3.63
8708,2025/03,20588000000,1886000000,2571000000,3172000000,100.18,7.12,2.9
8713,2025/03,53138000000,-,4209000000,2816000000,156.2,3.65,0.1
8714,2025/03,93074000000,-,19549000000,13246000000,47.28,5.58,0.21
8715,2025/03,58862000000,-,4941000000,3246000000,41.98,11.5,4.48
8725,2025/03,4674301000000,-,928989000000,691657000000,445.53,17.29,2.64
8729,2025/03,2618712000000,-,44889000000,78791000000,181.09,11.76,0.34
8732,2024/03,5626000000,1074000000,1060000000,708000000,22.21,5.13,1.07
8737,2025/03,56928780000,3725140000,3889949000,2631661000,86.6,14.73,2.86
8739,2025/03,17961000000,7717000000,7778000000,5252000000,132.16,15.67,10.52
8742,2025/03,4680292000,181280000,255192000,239411000,19.23,2.45,1.15
8746,2025/03,9489000000,187221000,308000000,236000000,23.55,4.27,3.19
8747,2025/03,7662117000,2074265000,2153255000,1915116000,343.86,13.88,1.52
8750,2025/03,9873251000000,-,719072000000,429613000000,115.95,12.38,0.62
8755,2025/03,4810804000000,-,482520000000,232926000000,234.32,7.87,2.02
8761,2025/03,1565698000000,-,137438000000,104086000000,141.79,12.2,2.7
8766,2025/03,5305182000000,-,1460007000000,1055276000000,542.16,20.79,3.38
8769,2025/03,8554077000,1022822000,1023885000,744364000,46.13,19.04,8.53
8771,2025/03,10224244000,5103513000,5203026000,3491021000,73.1,14.42,10.57
8772,2025/03,7519934000,5214754000,5174016000,3386351000,102.69,6.9,2.86
8783,2025/08,1109625000,-922394000,781288000,526527000,19,12.29,5.83
8789,2025/09,14432830000,3406296000,3242285000,2121987000,10.91,19.52,7.86
8793,2025/03,254879000000,7782000000,9437000000,6611000000,306.94,5.46,0.54
8795,2025/03,3730479000000,-,198595000000,126384000000,241.67,9.01,0.76
8798,2025/09,6608055000,-606458000,-924543000,-1539357000,-66.67,-,-
8801,2025/03,2625363000000,372732000000,290262000000,248799000000,89.26,7.91,2.52
8802,2025/03,1579812000000,309232000000,262960000000,189356000000,151.04,7.39,2.37
8803,2025/03,42075000000,13196000000,11651000000,9565000000,141.54,8.11,2.28
8804,2025/12,474586000000,95763000000,78187000000,58879000000,283.08,9.96,2.59
8806,2025/03,46988000000,10249000000,13234000000,9167000000,1527833333.33,4.53,1.54
8818,2025/03,19584000000,4983860000,4829000000,4388000000,89.89,5.76,2.48
8830,2025/03,1014239000000,271516000000,268323000000,191681000000,202.55,8.84,2.85
8835,2025/03,42076000000,857000000,566000000,382000000,49.1,2.44,0.8
8836,2025/03,383000000,34000000,34000000,9000000,0.09,0.55,0.49
8841,2025/03,13152000000,1418000000,1918000000,1787000000,19.3,1.78,1.56
8842,2024/01,-,-,-,-,125.77,2.31,1.81
8844,2025/03,129528000000,9452000000,7943000000,5323000000,157.08,10.79,3.01
8848,2025/03,431831000000,29231000000,26936000000,17861000000,56.22,21.98,8.25
8850,2025/03,232978000000,32622000000,33404000000,24274000000,492.14,13.89,7.28
8860,2025/03,123927013000,7894203000,6987318000,4764305000,131.61,8.71,2.6
8864,2025/03,31121000000,4469801000,4629000000,2577000000,51.26,4.3,2.37
8869,2025/03,79902000000,5240000000,3769000000,2897000000,123.55,8.53,1.9
8871,2025/03,29294000000,7518000000,7044000000,5014000000,150.86,3.75,2.25
8876,2025/03,142908000000,30437000000,-,43317000000,286.85,63.52,14.29
8877,2025/03,94765891000,14548226000,13748679000,9330772000,604.74,12.7,4.11
8881,2025/03,76235977000,3447827000,3069881000,2057620000,44.03,3.01,1.54
8886,2024/05,33221577000,-1746588000,-2070621000,-2367676000,-1623.83,-,-
8887,2025/05,5419140000,200885000,222949000,-657912000,-56.2,-,-
8890,2024/03,94265000000,22824000000,21878000000,11513000000,406.28,18.45,8.82
8891,2025/03,30417651000,1551094000,1442229000,975204000,344.29,8.88,3.33
8892,2025/03,113603000000,21311000000,17320000000,11193000000,117.18,14.14,2.43
8894,2025/10,34570459000,-4150834000,-3434486000,-17232188000,-148.53,-,-
8897,2025/03,196523000000,14364000000,12427000000,8207000000,62.68,9.89,2.2
8898,2025/03,4045647000,1071667000,1178134000,802247000,78.18,12.13,10.13
8904,2025/08,69270817000,1313545000,1146386000,639446000,44.39,2.28,0.9
8905,2025/02,449753000000,52146000000,42595000000,14260000000,62.67,2.86,0.86
8908,2025/05,22255059000,2520068000,2384085000,1599526000,90.76,12.2,5.18
8912,2025/06,2476579000,291087000,187604000,112461000,7,8.1,2.84
8914,2025/12,26418207000,5470160000,5191877000,3704733000,72.91,12.68,5.78
8917,2025/10,42883657000,2490222000,2352237000,1435197000,103.18,3.53,2.32
8918,2026/02,-,-,-,-,0.29,4.83,4.29
8919,2025/03,129537000000,14222000000,13876000000,9550000000,122.21,20.89,11.46
8920,2025/03,35619427000,5884957000,5936356000,1228114000,32.06,3.39,1.7
8923,2025/11,94688969000,22336971000,-,14754770000,152.18,14.35,4.8
8927,2025/07,29796484000,3373703000,2683821000,1893734000,64.21,19.89,6.51
8928,2025/06,130973099000,5690206000,5618768000,3722466000,348.98,8.54,2.51
8929,2025/12,41785000000,3858000000,3756000000,2750000000,114.77,23.59,10.47
8931,2026/02,-,-,-,-,239.4,7.55,2.32
8934,2025/03,103174000000,21279000000,20446000000,14163000000,291.58,13.86,6.49
8935,2025/03,112429000000,9488000000,9459000000,6483000000,198.11,8.89,6.15
8938,2025/03,2043000000,-46000000,-53000000,70000000,7.73,0.91,0.81
8940,2025/05,44793776000,2386508000,2166922000,1667290000,206.54,12.48,3.17
8944,2025/09,18603111000,635012000,165682000,-358389000,-18.06,-,-
8945,2025/06,8695906000,742731000,758962000,229457000,25.08,3.03,2.19
8946,2025/12,4541319000,195765000,184686000,113088000,4.77,4.82,2.81
8995,2025/03,3274673000,20213000,15475000,46570000,23.15,1.17,0.67
8996,2025/12,16928018000,1114107000,967939000,658806000,171.87,17.07,3.87
8999,2025/03,53960131000,1212438000,918646000,486250000,17.01,1.96,0.71
9001,2025/03,631461000000,74604000000,72716000000,51330000000,252.99,9.26,2.93
9003,2025/03,292178000000,37820000000,34812000000,22407000000,228.83,12.31,2.96
9005,2025/03,1054981000000,103485000000,107724000000,79677000000,134.81,9.62,2.95
9006,2025/03,293860000000,35642000000,34971000000,24301000000,88.4,6.54,2.34
9007,2025/03,422700000000,51431000000,50474000000,51958000000,147.51,10.86,4
9008,2025/03,452916000000,54148000000,53253000000,42857000000,353.74,10.34,3.82
9009,2025/03,319314000000,36008000000,61755000000,69961000000,143.46,13.75,6.39
9010,2025/03,52230503000,8313679000,8125889000,5107705000,96.19,14.31,5.05
9012,2025/03,5276389000,304969000,270069000,115590000,77.82,2.31,0.68
