CF

コード,年度,営業CF,投資CF,財務CF,設備投資,現金同等物,営業CFマージン
8331,2025/03,24242000000,-392510000000,-65046000000,-8355000000,4232103000000,6.69
8334,2025/03,-597110000000,54957000000,-32295000000,-2700000000,1256054000000,-270.88
8336,2025/03,-28303000000,-37568000000,-3809000000,-3138000000,160617000000,-33.66
8337,2025/03,13747000000,-16049000000,-12166000000,-954000000,244154000000,24.16
8338,2025/03,-23037000000,-15130000000,-419000000,-1661000000,303542000000,-56.02
8341,2025/03,-337181000000,69096000000,-10828000000,-2847000000,1000682000000,-196.55
8343,2025/03,-130487000000,-87846000000,-1483000000,-1268000000,463850000000,-249.91
8344,2025/03,-42758000000,56973000000,-1638000000,-1247000000,201148000000,-80.89
8345,2025/03,-152428000000,-90790000000,-1599000000,-643000000,318039000000,-309.95
8346,2025/03,-207175000000,-350273000000,-2837000000,-4413000000,1234389000000,-294.1
8349,2025/03,-15086000000,-4451000000,-534000000,-513000000,62398000000,-100.39
8354,2025/03,-503904000000,-762826000000,-23129000000,-7903000000,7155297000000,-110.58
8358,2025/03,-208482000000,-56447000000,-15916000000,-800000000,684457000000,-228.87
8359,2025/03,-639483000000,-7544000000,-33391000000,-9246000000,2999723000000,-251.57
8360,2025/03,-14439000000,-124529000000,-1963000000,-2900000000,554413000000,-23.87
8361,2025/03,9913000000,97372000000,-2956000000,-3926000000,771447000000,7.55
8362,2025/03,112072000000,-133386000000,-2357000000,-1223000000,871194000000,174.12
8363,2025/03,490942000000,-413674000000,-5584000000,-15750000000,1642236000000,673.8
8364,2025/03,73852000000,4742000000,-1118000000,-2218000000,242482000000,253.41
8365,2025/03,-4042000000,1867000000,-454000000,-333000000,29795000000,-41.78
8366,2025/03,-405676000000,-47627000000,-7999000000,-10605000000,898421000000,-304.77
8367,2025/03,-167901000000,-111621000000,-5445000000,-11737000000,676630000000,-162.88
8368,2025/03,-710171000000,-29011000000,-6215000000,-6436000000,662779000000,-570.46
8370,2025/03,-186181000000,16952000000,-7423000000,-2823000000,807017000000,-188.6
8377,2025/03,-767680000000,-573728000000,-17933000000,-10500000000,3181048000000,-365.25
8381,2025/03,872171000000,-528145000000,-8995000000,-3691000000,1220027000000,644.55
8382,2025/03,50151000000,-265831000000,1766000000,-3686000000,1201717000000,26.12
8383,2025/03,-37641000000,6612000000,-466000000,-449000000,93268000000,-230.59
8386,2025/03,-130700000000,-94110000000,-3764000000,-4060000000,817900000000,-145.21
8387,2025/03,86410000000,-121755000000,-1995000000,-1684000000,177727000000,160.51
8388,2025/03,28212000000,1991000000,-4914000000,-1700000000,401423000000,35.73
8392,2025/03,-118204000000,29691000000,-3435000000,-1300000000,778428000000,-151.7
8393,2025/03,-124271000000,30543000000,-2907000000,-2522000000,828250000000,-154.97
8395,2025/03,-23726000000,95407000000,-1433000000,-3935000000,270425000000,-42.96
8398,2025/03,11390000000,-2200000000,-308000000,-1085000000,63619000000,59.41
8399,2025/03,-151555000000,-16685000000,-2249000000,-11957000000,170781000000,-219.03
8403,2025/03,3963616000000,-1731195000000,-51036000000,-83508000000,22997916000000,142.56
8410,2025/03,-38869000000,-46714000000,-12667000000,-45512000000,892626000000,-18.13
8411,2025/03,-3820800000000,3793092000000,-299030000000,-276000000000,70723361000000,-42.31
8416,2025/03,25860000000,6279000000,-413000000,-562000000,94306000000,110.14
8418,2025/03,615092000000,-146618000000,3597000000,-3500000000,1846576000000,288.19
8421,2025/03,399442000000,-1272224000000,-19694000000,-2500000000,18351168000000,82.77
8424,2025/03,-136377000000,-35657000000,97994000000,-,66565000000,-20.1
8425,2025/03,-393324000000,-53184000000,457132000000,-,67999000000,-56.56
8439,2025/03,51371000000,-31466000000,-43381000000,-,168797000000,3.75
8462,2024/03,-4000000,1309000000,-196000000,-,3758000000,-0.79
8473,2025/03,1508745000000,-1060455000000,445892000000,-93546000000,5500548000000,104.5
8508,2025/12,10624000000,9090000000,9097000000,-6593000000,154515000000,8.55
8511,2025/03,-535081000000,1745000000,-9003000000,-258000000,1435287000000,-899.51
8515,2025/03,-82874000000,-35099000000,119822000000,-25760000000,55928000000,-43.84
8518,2025/03,1427000000,24000000,179000000,-1991000000,3047000000,46.15
8519,2025/02,-16906000000,-1594000000,18419000000,-1600000000,6309000000,-41.49
8522,2025/03,219451000000,-49886000000,-15627000000,-1642000000,704976000000,213.5
8524,2025/03,-67499000000,-328515000000,-9050000000,-7689000000,2633583000000,-44.81
8537,2025/03,40931000000,846000000,-649000000,-590000000,127103000000,182.43
8541,2025/03,44113000000,20825000000,-1250000000,-1672000000,267968000000,66.69
8542,2025/03,8640000000,-1210000000,-845000000,-420000000,105670000000,33.67
8544,2025/03,-83448000000,-40312000000,-5139000000,-6069000000,917186000000,-103.83
8550,2025/03,-97699000000,210553000000,-672000000,-6345000000,684471000000,-216.69
8551,2025/03,-17070000000,-4986000000,-1262000000,-500000000,109865000000,-64.67
8554,2025/03,31068000000,-8016000000,-502000000,-556000000,132668000000,188.1
8558,2025/03,-15901000000,6159000000,-17981000000,-2621000000,167076000000,-42.05
8559,2025/03,-19809000000,-5347000000,-2055000000,-332000000,50364000000,-190.84
8560,2025/03,8596000000,-665000000,-370000000,-643000000,75061000000,57.85
8562,2025/03,-15199000000,-9516000000,1770000000,-1349000000,54961000000,-113.28
8563,2025/03,-31239000000,-5269000000,-392000000,-216000000,35030000000,-236.07
8566,2025/03,-94396000000,-12265000000,103051000000,-,1345000000,-30.24
8570,2026/02,-,-,-,-,-,53.96
8572,2025/03,876000000,-6478000000,-6410000000,-7493000000,60157000000,0.28
8584,2025/03,-45170000000,-7448000000,39738000000,-,174499000000,-23.65
8585,2025/03,2619000000,-13305000000,-252030000000,-11100000000,216805000000,1.07
8591,2025/03,1300193000000,-1309695000000,149322000000,-,1321983000000,45.23
8593,2025/03,-296884000000,-96977000000,353628000000,-,290805000000,-14.2
8594,2025/12,3399943000,273879000,-4538381000,-193142000,12281192000,6.64
8595,2025/03,10442000000,134000000,-5447000000,-23000000,72486000000,35.18
8596,2025/03,-3250000000,-68000000,3141000000,-84000000,4907000000,-8.26
8600,2025/03,118189000000,-68152000000,-3054000000,-2793000000,504981000000,124.27
8601,2025/03,-454066000000,-353443000000,199019000000,-38100000000,3739698000000,-33.09
8604,2025/03,-678611000000,-848647000000,1679697000000,-,4425441000000,-14.33
8609,2025/03,-20688000000,6180000000,-18502000000,-3836000000,44745000000,-25.25
8613,2025/03,-160000000,509000000,-5054000000,-941000000,31448000000,-0.85
8614,2025/03,853000000,2295000000,-5460000000,-324000000,22181000000,7.56
8616,2025/03,20779000000,-24361000000,17662000000,-2625000000,111345000000,24.07
8617,2025/03,-1693000000,-487000000,-160000000,-4000000,4211000000,-302.86
8622,2025/03,-467000000,963000000,-3691000000,-140000000,24791000000,-3.34
8624,2025/03,346000000,-296000000,-3040000000,-533000000,14504000000,1.84
8628,2025/03,-43362000000,-4373000000,53202000000,-3530000000,81716000000,-110.61
8630,2025/03,573009000000,-272236000000,-481660000000,-60624000000,1027628000000,11.31
8697,2025/03,86136000000,-61223000000,-54498000000,-15700000000,98428000000,53.09
8698,2025/03,13300000000,-32178000000,-25191000000,-4569000000,53467000000,18.02
8699,2025/03,4532000000,-6054000000,-287000000,-1882000000,17137000000,12
8700,2025/03,-35000000,-495000000,-319000000,-31000000,2875275000,-1.14
8704,2025/03,6473000000,-607000000,-2582000000,-353000000,12090000000,48.2
8705,2025/03,-4018706000,-117693000,699650000,-48000000,3712384000,-54.5
8706,2025/03,-4098000000,4687000000,-2224000000,-,10468000000,-51.3
8707,2025/03,3131000000,-666000000,-2824000000,-517000000,7719000000,12.16
8708,2025/03,-5759000000,1180000000,-4886000000,-786000000,13161000000,-27.97
8713,2025/03,-152132000000,159670000000,-1845000000,-482000000,308216000000,-286.3
8714,2025/03,165743000000,-101478000000,-4568000000,-4746000000,847746000000,178.08
8715,2025/03,6400000000,-5091000000,271000000,-1405000000,22610000000,10.87
8725,2025/03,660188000000,-558725000000,-659578000000,-25300000000,2239475000000,14.12
8729,2025/03,1502191000000,-1202014000000,-10654000000,-26442000000,1202168000000,57.36
8732,2024/03,1687000000,-425000000,-688000000,-241000000,7570000000,29.99
8737,2025/03,-3348242000,-298911000,-20826000,-372805000,18567926000,-5.88
8739,2025/03,5063000000,-2124000000,-3391000000,-668000000,21385000000,28.19
8742,2025/03,443978000,-327928000,-92614000,-212301000,1722094000,9.49
8746,2025/03,-72000000,960000000,-2000000,-33963000,3280000000,-0.76
8747,2025/03,1765829000,-827009000,-407088000,-54000000,8137854000,23.05
8750,2025/03,592578000000,-980460000000,-73570000000,-171200000000,2313529000000,6
8755,2025/03,478140000000,-120785000000,-335895000000,-15684000000,876272000000,9.94
8761,2025/03,42880000000,39657000000,-178692000000,-28882000000,245606000000,2.74
8766,2025/03,1345080000000,164619000000,-1188437000000,-139857000000,1469794000000,25.35
8769,2025/03,1705820000,-2262411000,860327000,-794526000,1725786000,19.94
8771,2025/03,4101741000,311334000,-1441634000,-201175000,11215316000,40.12
8772,2025/03,-3742539000,-1709806000,5180185000,-172479000,5173296000,-49.77
8783,2025/08,-232549000,-131815000,668134000,-59650000,683707000,-20.96
8789,2025/09,-664713000,-1590653000,3130731000,-4410892000,6442667000,-4.61
8793,2025/03,-34005000000,-15010000000,105641000000,-,110097000000,-13.34
8795,2025/03,-359867000000,94269000000,-87340000000,-8273000000,823096000000,-9.65
8798,2025/09,-3904305000,-135963000,8422877000,-3000000,5288924000,-59.08
8801,2025/03,599252000000,-321970000000,-269367000000,-362760000000,163272000000,22.83
8802,2025/03,324116000000,-361505000000,12871000000,-443801000000,256881000000,20.52
8803,2025/03,16048000000,-24839000000,7716000000,-24514000000,25241000000,38.14
8804,2025/12,32106000000,-97408000000,104166000000,-59304000000,152292000000,6.77
8806,2025/03,20503000000,-58051000000,38180000000,-20745000000,14121000000,43.63
8818,2025/03,7294000000,-8219000000,6258000000,-9750000000,14060000000,37.24
8830,2025/03,253171000000,-143616000000,-116847000000,-170244000000,98234000000,24.96
8835,2025/03,906000000,-1027000000,235000000,-1097000000,4957000000,2.15
8836,2025/03,58000000,8000000,-491000000,-2000000,462000000,15.14
8841,2025/03,442000000,-5322000000,-4961000000,-1642000000,29429000000,3.36
8842,2024/01,-,-,-,-,-,19.47
8844,2025/03,-3544000000,-1025000000,-1983000000,-722000000,27767000000,-2.74
8848,2025/03,25899000000,-604000000,-6404000000,-489000000,87075000000,6
8850,2025/03,25915000000,-8769000000,-15275000000,-9505000000,88782000000,11.12
8860,2025/03,2738753000,-16290243000,11361733000,-16187000000,21562618000,2.21
8864,2025/03,5239000000,-3419000000,-5656000000,-3143000000,7159000000,16.83
8869,2025/03,-33373000000,-5843000000,26787000000,-985000000,22122000000,-41.77
8871,2025/03,-8455000000,-15373000000,23266000000,-365000000,77632000000,-28.86
8876,2025/03,25947000000,30000000000,-41283000000,-5976000000,64021000000,18.16
8877,2025/03,-35440533000,-1047115000,51339616000,-875000000,30568120000,-37.4
8881,2025/03,-5523504000,3097307000,3388301000,-,33963489000,-7.25
8886,2024/05,15320551000,-4114852000,-11386976000,-4183645000,3072238000,46.12
8887,2025/05,551782000,-658852000,1857214000,-33393000,6697265000,10.18
8890,2024/03,1490000000,-2623000000,9227000000,-586000000,35710000000,1.58
8891,2025/03,4266901000,-30472000,-4223162000,-86848000,3056012000,14.03
8892,2025/03,-24765000000,-17293000000,39469000000,-4775000000,46050000000,-21.8
8894,2025/10,197658000,-8747686000,8015008000,-231664000,2754559000,0.57
8897,2025/03,7877000000,-24807000000,22042000000,-21670000000,47008000000,4.01
8898,2025/03,1038930000,-1952436000,-462589000,-83952000,761769000,25.68
8904,2025/08,4325111000,-3388906000,3156429000,-3403167000,18130689000,6.24
8905,2025/02,102282000000,-96580000000,-64788000000,-90009000000,64687000000,22.74
8908,2025/05,2441879000,-1010750000,70003000,-986783000,8299348000,10.97
8912,2025/06,297189000,-183271000,-334584000,-269063000,421410000,12
8914,2025/12,5217845000,-7768171000,4010694000,-8057790000,16671735000,19.75
8917,2025/10,2919641000,-1162627000,5485000,-765733000,20688330000,6.81
8918,2026/02,-,-,-,-,-,-31.56
8919,2025/03,1162000000,-152000000,-4270000000,-159000000,18766000000,0.9
8920,2025/03,15425523000,-6566426000,-4418707000,-8952000000,19005178000,43.31
8923,2025/11,-1736474000,-3493624000,9946439000,-311000000,39604289000,-1.83
8927,2025/07,2894042000,286934000,-1344918000,-,4788761000,9.71
8928,2025/06,55033000,-6543610000,3576211000,-2180870000,6972573000,0.04
8929,2025/12,903000000,901000000,-888000000,-137000000,13849000000,2.16
8931,2026/02,-,-,-,-,-,-21.39
8934,2025/03,-4236000000,-8809000000,9479000000,-4833000000,44754000000,-4.11
8935,2025/03,-13880000000,4906000000,3841000000,-99000000,24418000000,-12.35
8938,2025/03,-260000000,-366000000,43000000,-149000000,2186000000,-12.73
8940,2025/05,-5931597000,-2899698000,9385072000,-2864492000,5243779000,-13.24
8944,2025/09,3040351000,-4980165000,3513112000,-2866000000,7523479000,16.34
8945,2025/06,-68548000,-2256010000,-45737000,-76032000,4946157000,-0.79
8946,2025/12,-204598000,-584830000,591476000,-2000000,1119887000,-4.51
8995,2025/03,-735519000,-77244000,1057089000,-156768000,1464799000,-22.46
8996,2025/12,640302000,-137562000,343171000,-130000000,4780910000,3.78
8999,2025/03,8637057000,-316071000,-7657013000,-939000000,10843165000,16.01
9001,2025/03,90072000000,-86778000000,321000000,-109941000000,34936000000,14.26
9003,2025/03,36678000000,-43777000000,5242000000,-42177000000,16008000000,12.55
9005,2025/03,155104000000,-114012000000,-25248000000,-126366000000,58318000000,14.7
9006,2025/03,14847000000,-69228000000,-20933000000,-75573000000,74007000000,5.05
9007,2025/03,55877000000,-74495000000,-7040000000,-65388000000,34952000000,13.22
9008,2025/03,28611000000,-38110000000,-15362000000,-45843000000,48173000000,6.32
9009,2025/03,41149000000,-9245000000,-62869000000,-79950000000,51369000000,12.89
9010,2025/03,10843484000,-5857358000,-6123862000,-7515027000,16702522000,20.76
9012,2025/03,538273000,-406067000,-36216000,-869000000,1077750000,10.2
9017,2025/03,2569108000,-1185665000,-1428068000,-1220166000,2585877000,12.85
9020,2025/03,732251000000,-783417000000,3664000000,-825800000000,233473000000,25.36
9021,2025/03,281431000000,-263112000000,-126165000000,-284200000000,125371000000,16.48
9022,2025/03,624550000000,-956036000000,-95532000000,-514200000000,394701000000,34.09
9023,2025/03,123544000000,-89504000000,-50943000000,-119007000000,73762000000,30.29
9024,2025/03,474378000000,-93692000000,-136394000000,-103251000000,276953000000,52.64
9025,2025/03,23468000000,-16960000000,-12885000000,-12971000000,62704000000,6.8
9027,2025/03,4532000000,-3374000000,-1053000000,-3956000000,376000000,5.87
9028,2025/06,12857000000,-2836000000,-4606000000,-3263000000,16643000000,8.7
9029,2025/03,2367852000,-4533174000,2750458000,-3517000000,4647595000,4.92
9031,2025/03,15611000000,-74546000000,39228000000,-61786000000,50441000000,3.52
9033,2025/03,5077000000,-5568000000,604000000,-9069000000,4019000000,15.06
9034,2025/03,2027465000,-1339299000,-2601328000,-1335000000,3185195000,12.59
9035,2025/03,-3756000000,-4512000000,3900000000,-4863000000,10404000000,-3.78
9036,2025/03,737704000,-588906000,-267808000,-285239000,4468595000,7.11
9037,2025/03,14111000000,-11076000000,-5553000000,-14646000000,21652000000,9.62
9039,2025/03,9727000000,-7904000000,-3621000000,-3748000000,26205000000,8.04
9040,2025/03,401465000,-52140000,-257925000,-56000000,2433443000,5.17
9041,2025/03,89728000000,-82789000000,-17874000000,-83072000000,231748000000,5.15
9042,2025/03,87417000000,-167637000000,79471000000,-116875000000,56014000000,7.9
9044,2025/03,43813000000,-39299000000,-4785000000,-30590000000,42131000000,16.8
9045,2025/03,44007000000,-63198000000,10199000000,-60867000000,13777000000,14.04
9046,2025/03,2964000000,-2015000000,-1356000000,-5673000000,1052000000,13.39
9048,2025/03,78729000000,-138132000000,55854000000,-121455000000,56493000000,11.4
9049,2025/03,3626000000,-2946000000,-463000000,-3250000000,2154000000,25.08
9051,2025/03,1475450000,-417790000,-255639000,-973000000,2906008000,7.84
9052,2025/03,5898000000,-7808000000,3302000000,-7458000000,6812000000,15.32
9055,2024/03,8523000000,-7645000000,-5128000000,-11035000000,23610000000,7.17
9057,2025/03,4825000000,-729000000,-2452000000,-1114000000,7400000000,9.92
9058,2024/03,6803000000,-3597000000,-4295000000,-4313000000,21500000000,4.02
9059,2025/03,3796000000,-1132000000,-1760000000,-1254000000,9170000000,7.3
9060,2025/03,2534786000,-1341215000,-892585000,-2490000000,3807236000,3.84
9063,2025/03,2592118000,-1802681000,104968000,-2156000000,6445322000,6.76
9064,2025/03,47732000000,-44356000000,9421000000,-84635000000,208057000000,2.71
9065,2025/03,43532000000,-26472000000,-25313000000,-35470000000,41384000000,7.17
9066,2025/03,12788000000,2320000000,-17109000000,-10044000000,24225000000,6.7
9067,2025/03,3253000000,-1728000000,-1296000000,-1849000000,2174000000,7.05
9068,2025/03,16267000000,-10423000000,-9122000000,-10244000000,38105000000,11.25
9069,2025/03,44722000000,-58024000000,454000000,-56590000000,67306000000,5.23
9070,2025/03,9696000000,-9242000000,-8551000000,-10663000000,26239000000,6.19
9072,2025/03,27642000000,-53978000000,19076000000,-27556000000,35937000000,11.15
9073,2025/03,393034000,-94911000,-361496000,-693635000,880727000,4.67
9074,2025/03,5110000000,-2606000000,-2595000000,-5212000000,6421000000,13.78
9075,2025/03,24454000000,-29109000000,5181000000,-37488000000,29626000000,8.08
9076,2025/03,52746000000,-70875000000,19952000000,-41370000000,77354000000,7.15
9078,2024/03,2203000000,-1998000000,-1285000000,-1656000000,3475000000,4.43
9081,2025/03,8430000000,-12739000000,5412000000,-13509000000,4272000000,7.14
9082,2025/03,549000000,39000000,-886000000,-1140000000,4206000000,2.88
9083,2025/03,4704000000,-5286000000,554000000,-4965000000,5919000000,8.88
9085,2025/03,2940306000,727355000,-501398000,-2306000000,12493420000,8.17
9087,2025/03,258020000,-87925000,-443352000,-239450000,1798017000,3.09
9090,2025/03,8897000000,-10606000000,-3035000000,-10534000000,41136000000,4.27
9099,2024/03,8123000000,-8067000000,4189000000,-12726000000,12414000000,7
9101,2025/03,510755000000,-59783000000,-427747000000,-207800000000,149859000000,19.73
9104,2025/03,360499000000,-450803000000,117060000000,-453694000000,155984000000,20.3
9107,2025/03,273173000000,-126133000000,-211646000000,-133441000000,201557000000,26.07
9110,2025/03,34851000000,-8246000000,-17811000000,-18541000000,55784000000,14.09
9115,2025/03,30200578000,-6749608000,-13512277000,-9431000000,47869771000,44.71
9119,2025/03,30729000000,-30786000000,-8325000000,-34486000000,11593000000,21.66
9127,2025/03,1282427000,1660863000,-1296009000,-536337000,4185775000,23.8
9130,2025/03,4710007000,-2137866000,565292000,-6085000000,8226280000,31.07
9142,2025/03,96669000000,-107410000000,-6931000000,-107601000000,45799000000,21.27
9143,2025/03,118600000000,-164727000000,13994000000,-53203000000,116861000000,8.02
9145,2025/12,2213000000,-2110000000,-269000000,-2405000000,4607000000,6.6
9147,2025/12,-,-,-,-,-,8.1
9158,2025/03,2503000000,4450000000,-7599000000,-5587000000,7533000000,5.32
9159,2025/06,568636000,-83792000,-570868000,-16000000,1844498000,14.49
9160,2025/12,4756226000,-2651029000,-2219416000,-4233000000,3417902000,21.58
9161,2024/06,7792000000,-5064000000,-8832000000,-7263000000,25242000000,4.9
9162,2025/06,365134000,-399094000,-710930000,-132907000,8883619000,2.13
9163,2025/10,2298494000,-197639000,-1923208000,-95669000,4822364000,9.51
9164,2024/12,4055000000,-511000000,-6336000000,-505000000,2683000000,7.1
9165,2025/06,514294000,-738718000,-143344000,-984784000,1370466000,12.78
9166,2026/01,-,-,-,-,-,8.15
9168,2026/02,-,-,-,-,-,16.13
9170,2025/09,1791645000,-745135000,-766503000,-969514000,2560625000,11.7
9171,2025/03,6814000000,-1552000000,-4076000000,-1719946000,13584663000,12.84
9173,2025/12,685648000,-249631000,-1657547000,-305152000,3546724000,4.8
9176,2025/12,1672964000,-2077742000,-518047000,-,2498602000,12.27
9193,2025/03,1206954000,636599000,-432554000,-3635639000,6761967000,10.02
9201,2025/03,381527000000,-281107000000,-64910000000,-289983000000,749030000000,20.69
9202,2025/03,373034000000,-343656000000,-170154000000,-255930000000,862718000000,16.49
9206,2025/03,5272000000,-427000000,-2648000000,-563000000,10013000000,12.29
9211,2025/12,1169284000,-3452363000,4131775000,-243868000,8086077000,9.79
9212,2025/09,-49391000,-156002000,-9314000,-150990000,2059541000,-4.59
9213,2025/12,-18435000,-23221000,-67373000,-38720000,853625000,-0.96
9214,2025/12,-,-,-,-,-,2.6
9215,2025/11,45708000,-98718000,79851000,-32973000,351201000,2.38
9216,2025/05,1176000000,-479000000,-706000000,-490000000,6085000000,3.23
9218,2025/12,631989000,-324299000,67824000,-310712000,1492051000,9.82
9219,2025/06,-319688000,-107434000,-160384000,-11802000,1184841000,-13.33
9220,2025/03,1058068000,-240413000,-1215640000,-251077000,1785413000,9.65
9221,2025/03,1319175000,-2296457000,-349988000,-2795944000,992864000,14.06
9223,2025/03,1481905000,-2962375000,3724035000,-2993000000,3182773000,34.73
9225,2025/09,31445000,-47905000,-126720000,-852000,1061305000,1.4
9227,2025/03,-73516000,-147235000,198443000,-92291000,507095000,-4.57
9229,2025/03,1883000000,-4396000000,4842000000,-6240000000,5637000000,7.11
9232,2024/03,5386000000,-1528000000,-3437000000,-2360000000,19729000000,8.87
9233,2025/09,705458000,-3217229000,457438000,-1748435000,4646256000,1.7
9235,2025/07,-58242000,-92440000,356328000,-81208000,483661000,-3.72
9236,2025/10,7837000,-6348000,-47221000,-2348000,604150000,1.2
9237,2025/10,76765000,-201680000,13955000,-58315000,657258000,4.1
9238,2025/02,230760000,-257085000,-47050000,-94817000,1138938000,6.72
9240,2025/07,-66484000,-9851000,-19954000,-5167000,860933000,-2.43
9241,2025/08,131738000,-36437000,-44499000,-44396000,489447000,8.53
9242,2025/07,281626000,-1648000,1100000,-748000,1389507000,18.33
9244,2025/09,231131000,16406000,-345074000,-4723000,1466498000,6.62
9245,2025/12,963787000,-480147000,-117076000,-137080000,2320408000,22.08
9246,2025/12,569544000,35726000,-1133948000,-33507000,2095905000,10.38
9247,2025/03,19835000000,-12082000000,1506000000,-13056000000,29922000000,16.71
9248,2025/09,-1142000000,-635000000,1036000000,-1112000000,7532000000,-2.48
9249,2025/09,640398000,-4492811000,3474018000,-3520696000,423654000,5.69
9250,2025/11,20250000,-297179000,70391000,-379458000,530760000,0.61
9251,2025/10,2879000000,-1244000000,-1614000000,-823000000,2263000000,14.86
9252,2025/08,1387649000,234051000,-1082159000,-55788000,3063874000,8.95
9253,2026/02,-,-,-,-,-,20.64
9254,2025/10,-1891000,-112324000,-6134000,-15726000,870697000,-0.07
9256,2025/03,266167000,-144536000,-48911000,-26925000,2365407000,7.67
9257,2025/12,-,-,-,-,-,9.17
9258,2025/09,36208000,-360745000,278704000,-116420000,1860214000,1.14
9259,2025/09,698858000,-260101000,-1786916000,-180065000,1616508000,8.75
9260,2024/12,-1317000000,-2602000000,17387000000,-2076000000,112376000000,-0.4
9262,2025/07,1519421000,-1000072000,-185568000,-995455000,1598872000,10.18
9264,2025/08,1062060000,-1075985000,2415939000,-1519313000,4030081000,10.5
9265,2025/05,617000000,19000000,-240000000,-411000000,5698000000,0.96
9267,2025/06,12597000000,-15618000000,3346000000,-15525000000,6221000000,6.27
9268,2025/03,7790000000,-16106000000,5297000000,-8724000000,12970000000,2.9
9270,2025/08,-555586000,-2963333000,1913001000,-3220000000,5303467000,-0.65
9271,2025/12,610154000,-144787000,-55917000,-219832000,599863000,21.92
9272,2025/03,1592296000,-257539000,-680705000,-207495000,3772327000,30.79
9273,2025/06,3777301000,-1282805000,-938666000,-3077004000,14739515000,16.23
9274,2025/03,11169000000,-16644000000,-11190000000,-4773000000,11316000000,1.67
9275,2025/02,1307099000,-808598000,-1303069000,-1046000000,1938925000,3.34
9278,2025/05,3062000000,-2510000000,-1118000000,-2882000000,6628000000,2.57
9279,2025/10,4089804000,-5533734000,1441217000,-5147923000,2126931000,11.4
9301,2025/03,29622000000,15500000000,-44188000000,-18881000000,61006000000,10.43
9302,2025/03,21901000000,-15596000000,-2627000000,-9528000000,34652000000,7.8
9303,2025/03,31733000000,-10045000000,-25273000000,-13805000000,44950000000,16.41
9304,2025/03,6350000000,-6013000000,-1410000000,-6512000000,8521000000,8.08
9305,2025/03,5797000000,-10027000000,2864000000,-10623000000,4982000000,7.16
9306,2025/03,3243225000,-2011233000,-1442377000,-2333000000,6346666000,11.11
9307,2025/03,1946426000,-242518000,-746999000,-328000000,5214045000,17.32
9308,2025/03,7997000000,-4416000000,1175000000,-8762000000,18652000000,25.17
9310,2025/03,15136000000,-3113000000,-7429000000,-4145000000,26841000000,12.13
9311,2025/03,3126469000,-486435000,-1726561000,-1388428000,7084076000,8.03
9312,2025/03,3804000000,-2825000000,-1260000000,-2932000000,8578000000,7.54
9313,2025/11,345005000,-2845583000,1032087000,-2802000000,727601000,7
9318,2025/03,-359690000,-53008000,105000000,-3324000,428002000,-76.51
9319,2025/03,4122000000,-2054000000,-2051000000,-2378677000,5268115000,14.81
9322,2025/03,2445460000,-1175320000,-1142611000,-1395000000,4799822000,9.57
9324,2025/03,13005000000,-6815000000,-3320000000,-6043000000,20384000000,17.31
9325,2025/03,755645000,-882213000,839288000,-963051000,2914947000,2.39
9326,2026/02,-,-,-,-,-,2.69
9327,2025/03,-206422000,-361117000,305754000,-170693000,91209000,-2.01
9330,2025/09,226264000,-24927000,84697000,-24805000,868031000,14.63
9331,2025/08,-371910000,18439000,-69477000,-7239000,1184046000,-8.11
9332,2025/03,1681000000,-2076000000,-1060000000,-492000000,8186000000,1.66
9336,2025/03,23021000000,-18956000000,-3543000000,-13880000000,52647000000,28.71
9337,2025/12,403713000,-579086000,555205000,-365707000,1958175000,7.51
9338,2025/12,4859464000,-2676999000,-593530000,-1978285000,10750743000,33.67
9339,2025/12,286087000,-203119000,-46568000,-202171000,3422473000,8.17
9340,2025/06,473340000,-150407000,-265345000,-29167000,1945343000,12.47
9341,2025/03,1194851000,-275933000,-1014917000,-139074000,5872171000,11.94
9342,2025/09,194153000,-107073000,-184000,-105410000,372651000,6.89
9343,2025/12,961398000,-977557000,-133709000,-165212000,2083187000,19.21
9344,2025/06,-183000000,-139000000,298000000,-185000000,2999000000,-3.47
9345,2025/12,-,-,-,-,-,6.42
9346,2025/06,598101000,-155904000,14452000,-137354000,1728119000,9.38
9347,2025/03,1700000000,1805000000,-2113000000,-3970000000,32970000000,1.22
9348,2025/03,-12049809000,-2671770000,10423789000,-2526310000,13117557000,-254.04
9351,2025/03,2153000000,-2219000000,2295000000,-3105000000,4486000000,6.13
9353,2025/03,755694000,-608238000,-56790000,-619000000,941131000,17.42
9355,2025/03,1328000000,-756000000,-557000000,-797000000,371151000,9.81
9357,2025/03,8655146000,-3332488000,-2474061000,-2700000000,25014092000,10.62
9359,2025/03,3262297000,-1381736000,-1172246000,-1714000000,18403662000,5.85
9360,2025/03,1756000000,-169000000,-989000000,-762000000,1985000000,9.19
9361,2025/06,2108308000,-736717000,-944942000,-666000000,2417679000,15.67
9362,2025/03,877000000,-153000000,-788000000,-118000000,1977000000,6.39
9363,2025/03,216070000,-110480000,-567936000,-77980000,1317148000,2.49
9364,2025/03,40409000000,-7467000000,-17894000000,-5706000000,95509000000,14.47
9365,2025/03,461000000,-352000000,-287000000,-479000000,1125965000,2.77
9366,2025/03,1663208000,-1231469000,1061341000,-1510000000,3803639000,8.27
9367,2025/03,919906000,-1526847000,-218566000,-1730225000,2993452000,5.49
